# index  t_day  tau(t)  Ncum
5.820000000000000000e+02 3.079375000000000195e+00 5.775002056290313703e+02 5.820000000000000000e+02
5.830000000000000000e+02 3.104340277777777324e+00 5.810086505023850805e+02 5.830000000000000000e+02
5.840000000000000000e+02 3.117673611111110965e+00 5.827693574106029928e+02 5.840000000000000000e+02
5.850000000000000000e+02 3.125046296296296600e+00 5.837213976268635633e+02 5.850000000000000000e+02
5.860000000000000000e+02 3.141215277777777981e+00 5.857246235108763130e+02 5.860000000000000000e+02
5.870000000000000000e+02 3.148587962962963172e+00 5.867217758534627592e+02 5.870000000000000000e+02
5.880000000000000000e+02 3.149085648148148397e+00 5.868065177978874090e+02 5.880000000000000000e+02
5.890000000000000000e+02 3.154409722222222268e+00 5.876076594484079578e+02 5.890000000000000000e+02
5.900000000000000000e+02 3.172627314814814969e+00 5.899697809501036545e+02 5.900000000000000000e+02
5.910000000000000000e+02 3.178761574074074225e+00 5.908994590069386277e+02 5.910000000000000000e+02
5.920000000000000000e+02 3.181712962962962354e+00 5.913273570243186441e+02 5.920000000000000000e+02
5.930000000000000000e+02 3.185173611111111303e+00 5.918594753314994250e+02 5.930000000000000000e+02
5.940000000000000000e+02 3.185648148148148007e+00 5.919391288879203330e+02 5.940000000000000000e+02
5.950000000000000000e+02 3.189930555555556602e+00 5.926138430598172135e+02 5.950000000000000000e+02
5.960000000000000000e+02 3.195763888888889070e+00 5.934646451671143268e+02 5.960000000000000000e+02
5.970000000000000000e+02 3.206215277777777928e+00 5.951202337173863270e+02 5.970000000000000000e+02
5.980000000000000000e+02 3.211516203703704608e+00 5.958573707862243509e+02 5.980000000000000000e+02
5.990000000000000000e+02 3.214004629629630294e+00 5.962138005754342203e+02 5.990000000000000000e+02
6.000000000000000000e+02 3.214328703703704271e+00 5.962620340890825901e+02 6.000000000000000000e+02
6.010000000000000000e+02 3.214456018518518476e+00 5.962831687353240113e+02 6.010000000000000000e+02
6.020000000000000000e+02 3.221793981481481328e+00 5.975119751161629438e+02 6.020000000000000000e+02
6.030000000000000000e+02 3.230983796296295729e+00 5.988970527058613698e+02 6.030000000000000000e+02
6.040000000000000000e+02 3.241087962962962532e+00 6.002537067516993829e+02 6.040000000000000000e+02
6.050000000000000000e+02 3.260752314814814756e+00 6.027075704134931584e+02 6.050000000000000000e+02
6.060000000000000000e+02 3.263229166666666181e+00 6.030241206674422756e+02 6.060000000000000000e+02
6.070000000000000000e+02 3.263298611111112191e+00 6.030339407863338010e+02 6.070000000000000000e+02
6.080000000000000000e+02 3.287372685185184995e+00 6.060502583218014934e+02 6.080000000000000000e+02
6.090000000000000000e+02 3.324722222222222356e+00 6.101498657987090155e+02 6.090000000000000000e+02
6.100000000000000000e+02 3.333379629629630081e+00 6.112094575791038551e+02 6.100000000000000000e+02
6.110000000000000000e+02 3.339988425925926041e+00 6.121445163010904480e+02 6.110000000000000000e+02
6.120000000000000000e+02 3.340196759259259185e+00 6.121734465625845587e+02 6.120000000000000000e+02
6.130000000000000000e+02 3.347326388888888893e+00 6.131136863920844462e+02 6.130000000000000000e+02
6.140000000000000000e+02 3.360844907407408044e+00 6.152947867505852173e+02 6.140000000000000000e+02
6.150000000000000000e+02 3.361643518518518725e+00 6.154934891411709259e+02 6.150000000000000000e+02
6.160000000000000000e+02 3.425300925925925277e+00 6.232317685536071394e+02 6.160000000000000000e+02
6.170000000000000000e+02 3.444560185185185031e+00 6.252271286064931246e+02 6.170000000000000000e+02
6.180000000000000000e+02 3.462418981481480973e+00 6.269956190234163387e+02 6.180000000000000000e+02
6.190000000000000000e+02 3.463460648148148024e+00 6.271092836777470438e+02 6.190000000000000000e+02
6.200000000000000000e+02 3.492858796296296475e+00 6.299414975042939204e+02 6.200000000000000000e+02
6.210000000000000000e+02 3.496006944444443931e+00 6.302473300513365757e+02 6.210000000000000000e+02
6.220000000000000000e+02 3.502835648148148628e+00 6.309122743723216900e+02 6.220000000000000000e+02
6.230000000000000000e+02 3.520173611111112155e+00 6.325205993933398076e+02 6.230000000000000000e+02
6.240000000000000000e+02 3.528495370370370310e+00 6.333683966574315036e+02 6.240000000000000000e+02
6.250000000000000000e+02 3.528969907407407458e+00 6.335538614322450712e+02 6.250000000000000000e+02
6.260000000000000000e+02 3.549479166666666519e+00 6.365921533189587080e+02 6.260000000000000000e+02
6.270000000000000000e+02 3.553784722222222303e+00 6.370944169362426237e+02 6.270000000000000000e+02
6.280000000000000000e+02 3.558368055555555465e+00 6.376520556699150575e+02 6.280000000000000000e+02
6.290000000000000000e+02 3.571412037037037024e+00 6.390834055556350677e+02 6.290000000000000000e+02
6.300000000000000000e+02 3.579016203703703880e+00 6.398980627181772434e+02 6.300000000000000000e+02
6.310000000000000000e+02 3.581446759259259149e+00 6.401797619059924500e+02 6.310000000000000000e+02
6.320000000000000000e+02 3.582962962962962905e+00 6.403587142643013976e+02 6.320000000000000000e+02
6.330000000000000000e+02 3.585023148148148042e+00 6.405993844311713019e+02 6.330000000000000000e+02
6.340000000000000000e+02 3.589282407407407227e+00 6.411221250438195511e+02 6.340000000000000000e+02
6.350000000000000000e+02 3.596192129629629530e+00 6.419741120907606273e+02 6.350000000000000000e+02
6.360000000000000000e+02 3.610289351851852402e+00 6.435214633520429288e+02 6.360000000000000000e+02
6.370000000000000000e+02 3.616516203703703969e+00 6.441721569976982664e+02 6.370000000000000000e+02
6.380000000000000000e+02 3.623495370370370505e+00 6.450141287773409431e+02 6.380000000000000000e+02
6.390000000000000000e+02 3.627268518518519169e+00 6.454294472641504399e+02 6.390000000000000000e+02
6.400000000000000000e+02 3.633738425925925775e+00 6.461541520022140048e+02 6.400000000000000000e+02
6.410000000000000000e+02 3.640034722222222019e+00 6.468464582139730510e+02 6.410000000000000000e+02
6.420000000000000000e+02 3.641851851851852118e+00 6.470806829291659596e+02 6.420000000000000000e+02
6.430000000000000000e+02 3.642291666666666483e+00 6.471421521881763965e+02 6.430000000000000000e+02
6.440000000000000000e+02 3.658877314814815040e+00 6.490017210303680031e+02 6.440000000000000000e+02
6.450000000000000000e+02 3.670416666666666217e+00 6.503138317239979642e+02 6.450000000000000000e+02
6.460000000000000000e+02 3.680706018518519418e+00 6.515118976654732705e+02 6.460000000000000000e+02
6.470000000000000000e+02 3.688530092592593235e+00 6.523393559407234079e+02 6.470000000000000000e+02
6.480000000000000000e+02 3.689340277777777732e+00 6.524325887172674356e+02 6.480000000000000000e+02
6.490000000000000000e+02 3.701400462962963100e+00 6.536814715614796114e+02 6.490000000000000000e+02
6.500000000000000000e+02 3.709097222222222712e+00 6.544739239848551051e+02 6.500000000000000000e+02
6.510000000000000000e+02 3.712546296296296955e+00 6.548244511643063106e+02 6.510000000000000000e+02
6.520000000000000000e+02 3.716469907407407902e+00 6.552280155444818774e+02 6.520000000000000000e+02
6.530000000000000000e+02 3.786342592592592649e+00 6.619637342925507255e+02 6.530000000000000000e+02
6.540000000000000000e+02 3.790092592592592791e+00 6.622873687345668259e+02 6.540000000000000000e+02
6.550000000000000000e+02 3.804780092592592311e+00 6.636184467717089319e+02 6.550000000000000000e+02
6.560000000000000000e+02 3.804884259259259327e+00 6.636283414741442357e+02 6.560000000000000000e+02
6.570000000000000000e+02 3.817372685185185244e+00 6.649825707472722343e+02 6.570000000000000000e+02
6.580000000000000000e+02 3.854386574074073923e+00 6.681008987259524474e+02 6.580000000000000000e+02
6.590000000000000000e+02 3.855567129629628997e+00 6.682159655983195989e+02 6.590000000000000000e+02
6.600000000000000000e+02 3.871388888888888768e+00 6.699080502278804943e+02 6.600000000000000000e+02
6.610000000000000000e+02 3.892291666666666039e+00 6.725436087906142575e+02 6.610000000000000000e+02
6.620000000000000000e+02 3.893587962962962834e+00 6.726850290555145193e+02 6.620000000000000000e+02
6.630000000000000000e+02 3.899872685185184817e+00 6.733495643755277342e+02 6.630000000000000000e+02
6.640000000000000000e+02 3.904363425925926112e+00 6.738150314016727407e+02 6.640000000000000000e+02
6.650000000000000000e+02 3.907557870370370168e+00 6.744973023810728137e+02 6.650000000000000000e+02
6.660000000000000000e+02 3.914780092592592631e+00 6.755062517562089397e+02 6.660000000000000000e+02
6.670000000000000000e+02 3.926851851851851816e+00 6.769262497890754275e+02 6.670000000000000000e+02
6.680000000000000000e+02 3.938912037037037184e+00 6.781630621113995403e+02 6.680000000000000000e+02
6.690000000000000000e+02 3.949942129629629761e+00 6.792458589835822522e+02 6.690000000000000000e+02
6.700000000000000000e+02 3.952974537037036828e+00 6.795440444065179690e+02 6.700000000000000000e+02
6.710000000000000000e+02 3.954745370370369884e+00 6.797221580588050074e+02 6.710000000000000000e+02
6.720000000000000000e+02 3.957268518518518352e+00 6.799972991521060521e+02 6.720000000000000000e+02
6.730000000000000000e+02 3.969745370370370452e+00 6.812458935601231360e+02 6.730000000000000000e+02
6.740000000000000000e+02 3.982488425925926112e+00 6.824028091316415612e+02 6.740000000000000000e+02
6.750000000000000000e+02 3.996840277777777839e+00 6.837165763630280253e+02 6.750000000000000000e+02
6.760000000000000000e+02 4.001122685185185546e+00 6.840967327029408125e+02 6.760000000000000000e+02
6.770000000000000000e+02 4.021238425925925952e+00 6.858200089457283184e+02 6.770000000000000000e+02
6.780000000000000000e+02 4.024386574074074296e+00 6.861218660850503284e+02 6.780000000000000000e+02
6.790000000000000000e+02 4.033090277777778176e+00 6.869080553015811574e+02 6.790000000000000000e+02
6.800000000000000000e+02 4.044675925925925952e+00 6.878780624578529341e+02 6.800000000000000000e+02
6.810000000000000000e+02 4.047604166666666892e+00 6.881370420573199453e+02 6.810000000000000000e+02
6.820000000000000000e+02 4.047800925925925775e+00 6.881612224370389868e+02 6.820000000000000000e+02
6.830000000000000000e+02 4.054502314814815378e+00 6.888169880616152341e+02 6.830000000000000000e+02
6.840000000000000000e+02 4.111979166666666963e+00 6.932215447520518410e+02 6.840000000000000000e+02
6.850000000000000000e+02 4.117106481481481062e+00 6.936086399761331904e+02 6.850000000000000000e+02
6.860000000000000000e+02 4.140219907407407085e+00 6.953061005204933736e+02 6.860000000000000000e+02
6.870000000000000000e+02 4.142337962962963083e+00 6.955148544579116106e+02 6.870000000000000000e+02
6.880000000000000000e+02 4.143252314814814596e+00 6.956360897191693766e+02 6.880000000000000000e+02
6.890000000000000000e+02 4.149675925925925490e+00 6.963495396146010989e+02 6.890000000000000000e+02
6.900000000000000000e+02 4.161516203703704342e+00 6.973729188610253686e+02 6.900000000000000000e+02
6.910000000000000000e+02 4.175370370370369955e+00 6.986681640689598680e+02 6.910000000000000000e+02
6.920000000000000000e+02 4.193449074074074190e+00 7.001630277352287521e+02 6.920000000000000000e+02
6.930000000000000000e+02 4.195138888888888751e+00 7.003031595661717574e+02 6.930000000000000000e+02
6.940000000000000000e+02 4.230833333333333002e+00 7.031405022940025447e+02 6.940000000000000000e+02
6.950000000000000000e+02 4.250173611111111249e+00 7.046382477642246158e+02 6.950000000000000000e+02
6.960000000000000000e+02 4.250543981481481381e+00 7.046730279364827538e+02 6.960000000000000000e+02
6.970000000000000000e+02 4.254155092592592169e+00 7.050009132497757491e+02 6.970000000000000000e+02
6.980000000000000000e+02 4.272025462962963260e+00 7.063814367186420213e+02 6.980000000000000000e+02
6.990000000000000000e+02 4.290671296296296511e+00 7.076991097672346314e+02 6.990000000000000000e+02
7.000000000000000000e+02 4.321481481481481701e+00 7.097348591338260348e+02 7.000000000000000000e+02
7.010000000000000000e+02 4.327094907407407653e+00 7.101379926031875129e+02 7.010000000000000000e+02
7.020000000000000000e+02 4.327962962962963012e+00 7.102364599397375287e+02 7.020000000000000000e+02
7.030000000000000000e+02 4.328287037037036988e+00 7.102928258341355559e+02 7.030000000000000000e+02
7.040000000000000000e+02 4.343807870370370416e+00 7.117243729197938364e+02 7.040000000000000000e+02
7.050000000000000000e+02 4.351655092592592311e+00 7.123310832750153168e+02 7.050000000000000000e+02
7.060000000000000000e+02 4.388842592592592240e+00 7.148353757516484848e+02 7.060000000000000000e+02
7.070000000000000000e+02 4.393321759259259274e+00 7.151593171993379201e+02 7.070000000000000000e+02
7.080000000000000000e+02 4.395347222222222072e+00 7.153201759514706737e+02 7.080000000000000000e+02
7.090000000000000000e+02 4.411828703703704058e+00 7.164454968505031047e+02 7.090000000000000000e+02
7.100000000000000000e+02 4.413356481481481630e+00 7.165622294064168045e+02 7.100000000000000000e+02
7.110000000000000000e+02 4.435069444444444287e+00 7.181149449219672078e+02 7.110000000000000000e+02
7.120000000000000000e+02 4.436840277777777786e+00 7.182858458493215039e+02 7.120000000000000000e+02
7.130000000000000000e+02 4.448159722222222001e+00 7.192475209392819124e+02 7.130000000000000000e+02
7.140000000000000000e+02 4.456446759259259593e+00 7.198459258466325537e+02 7.140000000000000000e+02
7.150000000000000000e+02 4.468055555555555891e+00 7.206386259364574016e+02 7.150000000000000000e+02
7.160000000000000000e+02 4.482870370370370061e+00 7.217695446190283519e+02 7.160000000000000000e+02
7.170000000000000000e+02 4.500196759259258883e+00 7.230637349512132914e+02 7.170000000000000000e+02
7.180000000000000000e+02 4.500752314814815414e+00 7.231057029225760289e+02 7.180000000000000000e+02
7.190000000000000000e+02 4.564664351851852153e+00 7.270381578892678363e+02 7.190000000000000000e+02
7.200000000000000000e+02 4.565879629629630010e+00 7.271213278219699987e+02 7.200000000000000000e+02
7.210000000000000000e+02 4.624814814814815378e+00 7.304135198108231180e+02 7.210000000000000000e+02
7.220000000000000000e+02 4.639328703703704093e+00 7.311899011326127038e+02 7.220000000000000000e+02
7.230000000000000000e+02 4.670185185185185439e+00 7.327904652767779226e+02 7.230000000000000000e+02
7.240000000000000000e+02 4.679537037037037273e+00 7.332797409798888566e+02 7.240000000000000000e+02
7.250000000000000000e+02 4.682048611111111036e+00 7.334277614410698334e+02 7.250000000000000000e+02
7.260000000000000000e+02 4.682662037037037095e+00 7.334897689245567562e+02 7.260000000000000000e+02
7.270000000000000000e+02 4.683923611111111107e+00 7.336252458989260958e+02 7.270000000000000000e+02
7.280000000000000000e+02 4.731215277777777395e+00 7.364071700164181493e+02 7.280000000000000000e+02
7.290000000000000000e+02 4.780069444444444038e+00 7.389763735358841359e+02 7.290000000000000000e+02
7.300000000000000000e+02 4.780289351851851443e+00 7.390026193113853878e+02 7.300000000000000000e+02
7.310000000000000000e+02 4.797951388888888502e+00 7.401358836480986838e+02 7.310000000000000000e+02
7.320000000000000000e+02 4.802187499999999609e+00 7.403821095058043511e+02 7.320000000000000000e+02
7.330000000000000000e+02 4.809629629629629477e+00 7.408147835131253487e+02 7.330000000000000000e+02
7.340000000000000000e+02 4.840706018518518228e+00 7.425801016026275647e+02 7.340000000000000000e+02
7.350000000000000000e+02 4.859490740740740833e+00 7.435524075022868828e+02 7.350000000000000000e+02
7.360000000000000000e+02 4.862824074074073799e+00 7.437396338613054922e+02 7.360000000000000000e+02
7.370000000000000000e+02 4.883090277777777821e+00 7.447892574090974449e+02 7.370000000000000000e+02
7.380000000000000000e+02 4.894641203703703702e+00 7.453727606554082286e+02 7.380000000000000000e+02
7.390000000000000000e+02 4.906168981481481062e+00 7.459558888104082826e+02 7.390000000000000000e+02
7.400000000000000000e+02 4.906458333333333144e+00 7.459721434900180839e+02 7.400000000000000000e+02
7.410000000000000000e+02 4.954722222222222250e+00 7.482729654225510103e+02 7.410000000000000000e+02
7.420000000000000000e+02 4.967118055555555856e+00 7.491401064759129440e+02 7.420000000000000000e+02
7.430000000000000000e+02 4.973321759259259345e+00 7.495177024259774043e+02 7.430000000000000000e+02
7.440000000000000000e+02 5.000868055555555358e+00 7.509465180025904374e+02 7.440000000000000000e+02
7.450000000000000000e+02 5.002418981481481453e+00 7.510463800923600957e+02 7.450000000000000000e+02
7.460000000000000000e+02 5.041643518518518441e+00 7.529852098009644124e+02 7.460000000000000000e+02
7.470000000000000000e+02 5.080312499999999787e+00 7.547332675513860067e+02 7.470000000000000000e+02
7.480000000000000000e+02 5.101238425925926023e+00 7.556704780976383518e+02 7.480000000000000000e+02
7.490000000000000000e+02 5.105810185185185368e+00 7.559404615886631973e+02 7.490000000000000000e+02
7.500000000000000000e+02 5.135393518518518441e+00 7.574948113782666042e+02 7.500000000000000000e+02
7.510000000000000000e+02 5.155879629629629868e+00 7.584425783165784196e+02 7.510000000000000000e+02
7.520000000000000000e+02 5.161608796296296653e+00 7.587606070999736403e+02 7.520000000000000000e+02
7.530000000000000000e+02 5.165196759259258918e+00 7.590096718297986627e+02 7.530000000000000000e+02
7.540000000000000000e+02 5.192708333333333037e+00 7.604447723673955579e+02 7.540000000000000000e+02
7.550000000000000000e+02 5.232094907407407014e+00 7.622640666289287310e+02 7.550000000000000000e+02
7.560000000000000000e+02 5.240347222222221824e+00 7.626769803779525319e+02 7.560000000000000000e+02
7.570000000000000000e+02 5.277094907407407831e+00 7.655550504972875387e+02 7.570000000000000000e+02
7.580000000000000000e+02 5.290763888888888822e+00 7.663033901963458447e+02 7.580000000000000000e+02
7.590000000000000000e+02 5.294293981481481559e+00 7.664973166039251282e+02 7.590000000000000000e+02
7.600000000000000000e+02 5.317199074074074439e+00 7.676771538286891428e+02 7.600000000000000000e+02
7.610000000000000000e+02 5.342546296296296404e+00 7.689590879680298485e+02 7.610000000000000000e+02
7.620000000000000000e+02 5.347511574074074403e+00 7.692105836122182154e+02 7.620000000000000000e+02
7.630000000000000000e+02 5.362326388888888573e+00 7.699264677221367492e+02 7.630000000000000000e+02
7.640000000000000000e+02 5.367175925925925739e+00 7.701925120237176543e+02 7.640000000000000000e+02
7.650000000000000000e+02 5.372939814814814419e+00 7.718113732296360467e+02 7.650000000000000000e+02
7.660000000000000000e+02 5.406782407407407121e+00 7.750714931332699962e+02 7.660000000000000000e+02
7.670000000000000000e+02 5.414548611111110965e+00 7.756921290832879095e+02 7.670000000000000000e+02
7.680000000000000000e+02 5.447268518518518121e+00 7.778696008631441146e+02 7.680000000000000000e+02
7.690000000000000000e+02 5.448217592592592418e+00 7.779319089443847588e+02 7.690000000000000000e+02
7.700000000000000000e+02 5.448460648148148344e+00 7.779525667783453855e+02 7.700000000000000000e+02
7.710000000000000000e+02 5.448738425925926165e+00 7.779769545910917259e+02 7.710000000000000000e+02
7.720000000000000000e+02 5.450185185185184800e+00 7.780967876865564676e+02 7.720000000000000000e+02
7.730000000000000000e+02 5.463877314814815200e+00 7.790186465729675547e+02 7.730000000000000000e+02
7.740000000000000000e+02 5.476076388888889035e+00 7.797656700343623015e+02 7.740000000000000000e+02
7.750000000000000000e+02 5.484016203703704129e+00 7.802379514590335248e+02 7.750000000000000000e+02
7.760000000000000000e+02 5.489965277777777430e+00 7.806753337639524943e+02 7.760000000000000000e+02
7.770000000000000000e+02 5.505555555555556424e+00 7.816355881888015347e+02 7.770000000000000000e+02
7.780000000000000000e+02 5.510578703703703951e+00 7.819375067040826934e+02 7.780000000000000000e+02
7.790000000000000000e+02 5.516041666666666288e+00 7.822764691874190248e+02 7.790000000000000000e+02
7.800000000000000000e+02 5.517303240740740300e+00 7.823628359221144137e+02 7.800000000000000000e+02
7.810000000000000000e+02 5.573217592592592418e+00 7.855298818861522250e+02 7.810000000000000000e+02
7.820000000000000000e+02 5.608877314814814774e+00 7.873216886283123586e+02 7.820000000000000000e+02
7.830000000000000000e+02 5.612870370370369955e+00 7.875480137691106393e+02 7.830000000000000000e+02
7.840000000000000000e+02 5.627106481481481737e+00 7.882915143839444454e+02 7.840000000000000000e+02
7.850000000000000000e+02 5.633206018518518654e+00 7.886043172221733357e+02 7.850000000000000000e+02
7.860000000000000000e+02 5.677465277777777430e+00 7.908073476877248140e+02 7.860000000000000000e+02
7.870000000000000000e+02 5.721018518518518725e+00 7.928989817970817739e+02 7.870000000000000000e+02
7.880000000000000000e+02 5.755173611111111143e+00 7.944215774593006927e+02 7.880000000000000000e+02
7.890000000000000000e+02 5.757557870370370701e+00 7.945456661234306921e+02 7.890000000000000000e+02
7.900000000000000000e+02 5.788263888888888431e+00 7.959430739996697639e+02 7.900000000000000000e+02
7.910000000000000000e+02 5.801863425925925632e+00 7.966319741735992466e+02 7.910000000000000000e+02
7.920000000000000000e+02 5.834456018518518583e+00 7.980740579978403275e+02 7.920000000000000000e+02
7.930000000000000000e+02 5.850636574074074225e+00 7.987725072631942567e+02 7.930000000000000000e+02
7.940000000000000000e+02 5.855983796296296617e+00 7.990173403610356218e+02 7.940000000000000000e+02
7.950000000000000000e+02 5.856840277777777715e+00 7.990653730567323692e+02 7.950000000000000000e+02
7.960000000000000000e+02 5.931157407407408044e+00 8.022383151285052918e+02 7.960000000000000000e+02
7.970000000000000000e+02 5.944386574074074225e+00 8.027823746888598180e+02 7.970000000000000000e+02
7.980000000000000000e+02 5.969942129629630223e+00 8.038427489699677153e+02 7.980000000000000000e+02
7.990000000000000000e+02 5.983599537037036953e+00 8.043972731795590789e+02 7.990000000000000000e+02
8.000000000000000000e+02 5.999374999999999680e+00 8.050578377293708172e+02 8.000000000000000000e+02
8.010000000000000000e+02 6.021539351851852295e+00 8.059510299895132448e+02 8.010000000000000000e+02
8.020000000000000000e+02 6.032106481481480209e+00 8.063807406500159232e+02 8.020000000000000000e+02
8.030000000000000000e+02 6.033900462962962230e+00 8.064674915580861807e+02 8.030000000000000000e+02
8.040000000000000000e+02 6.035601851851851052e+00 8.065555828236265370e+02 8.040000000000000000e+02
8.050000000000000000e+02 6.051030092592591281e+00 8.072468906067467742e+02 8.050000000000000000e+02
8.060000000000000000e+02 6.064386574074075220e+00 8.078604222964909241e+02 8.060000000000000000e+02
8.070000000000000000e+02 6.068553240740740762e+00 8.080454810680583932e+02 8.070000000000000000e+02
8.080000000000000000e+02 6.105358796296296298e+00 8.095442216590474800e+02 8.080000000000000000e+02
8.090000000000000000e+02 6.114456018518517944e+00 8.099186226165689959e+02 8.090000000000000000e+02
8.100000000000000000e+02 6.119826388888889745e+00 8.101566342606270155e+02 8.100000000000000000e+02
8.110000000000000000e+02 6.153055555555555500e+00 8.114767279071397752e+02 8.110000000000000000e+02
8.120000000000000000e+02 6.188657407407407440e+00 8.128825003036665748e+02 8.120000000000000000e+02
8.130000000000000000e+02 6.214502314814814632e+00 8.139002776147636951e+02 8.130000000000000000e+02
8.140000000000000000e+02 6.222268518518520253e+00 8.142299328893655002e+02 8.140000000000000000e+02
8.150000000000000000e+02 6.227442129629629619e+00 8.144522411215684770e+02 8.150000000000000000e+02
8.160000000000000000e+02 6.239259259259259061e+00 8.149336505025210045e+02 8.160000000000000000e+02
8.170000000000000000e+02 6.243831018518518405e+00 8.151260162661376398e+02 8.170000000000000000e+02
8.180000000000000000e+02 6.245879629629630614e+00 8.152166703934901761e+02 8.180000000000000000e+02
8.190000000000000000e+02 6.253263888888889177e+00 8.155363759448425753e+02 8.190000000000000000e+02
8.200000000000000000e+02 6.254409722222223245e+00 8.156519207756800824e+02 8.200000000000000000e+02
8.210000000000000000e+02 6.262175925925927089e+00 8.162170049897267745e+02 8.210000000000000000e+02
8.220000000000000000e+02 6.293935185185184800e+00 8.178620753619209154e+02 8.220000000000000000e+02
8.230000000000000000e+02 6.303414351851851727e+00 8.182880807559051846e+02 8.230000000000000000e+02
8.240000000000000000e+02 6.326620370370370949e+00 8.192792809731679426e+02 8.240000000000000000e+02
8.250000000000000000e+02 6.335011574074074225e+00 8.196474142713175297e+02 8.250000000000000000e+02
8.260000000000000000e+02 6.348043981481481524e+00 8.202460244404651348e+02 8.260000000000000000e+02
8.270000000000000000e+02 6.382708333333333428e+00 8.219273682502482643e+02 8.270000000000000000e+02
8.280000000000000000e+02 6.385787037037037983e+00 8.220644433032537108e+02 8.280000000000000000e+02
8.290000000000000000e+02 6.393530092592592418e+00 8.224042758005314226e+02 8.290000000000000000e+02
8.300000000000000000e+02 6.394479166666666714e+00 8.224516176082620404e+02 8.300000000000000000e+02
8.310000000000000000e+02 6.421597222222223067e+00 8.236687423852017673e+02 8.310000000000000000e+02
8.320000000000000000e+02 6.466516203703703169e+00 8.254454634014957719e+02 8.320000000000000000e+02
8.330000000000000000e+02 6.494675925925925242e+00 8.269783372787550206e+02 8.330000000000000000e+02
8.340000000000000000e+02 6.495185185185186505e+00 8.277997359111350306e+02 8.340000000000000000e+02
8.350000000000000000e+02 6.495798611111110787e+00 8.296939021617199614e+02 8.350000000000000000e+02
8.360000000000000000e+02 6.496099537037037130e+00 8.304074987806384343e+02 8.360000000000000000e+02
8.370000000000000000e+02 6.496226851851852224e+00 8.306830008019511524e+02 8.370000000000000000e+02
8.380000000000000000e+02 6.496481481481482412e+00 8.311971017012150469e+02 8.380000000000000000e+02
8.390000000000000000e+02 6.497002314814814383e+00 8.321314067156467900e+02 8.390000000000000000e+02
8.400000000000000000e+02 6.497592592592591920e+00 8.330363908229617209e+02 8.400000000000000000e+02
8.410000000000000000e+02 6.497812500000000213e+00 8.333437290662598116e+02 8.410000000000000000e+02
8.420000000000000000e+02 6.498680555555555571e+00 8.344308607855921309e+02 8.420000000000000000e+02
8.430000000000000000e+02 6.499259259259258847e+00 8.350703019289444455e+02 8.430000000000000000e+02
8.440000000000000000e+02 6.499930555555556211e+00 8.357476040395704331e+02 8.440000000000000000e+02
8.450000000000000000e+02 6.500370370370370132e+00 8.361716450117008890e+02 8.450000000000000000e+02
8.460000000000000000e+02 6.502337962962963402e+00 8.378303770045301917e+02 8.460000000000000000e+02
8.470000000000000000e+02 6.503900462962963758e+00 8.389350800149043152e+02 8.470000000000000000e+02
8.480000000000000000e+02 6.506689814814816231e+00 8.406106801175858436e+02 8.480000000000000000e+02
8.490000000000000000e+02 6.507013888888889319e+00 8.408233282080925619e+02 8.490000000000000000e+02
8.500000000000000000e+02 6.507627314814816266e+00 8.412043133930989143e+02 8.500000000000000000e+02
8.510000000000000000e+02 6.510312500000001279e+00 8.426575157120562380e+02 8.510000000000000000e+02
8.520000000000000000e+02 6.511018518518519649e+00 8.430066969139472803e+02 8.520000000000000000e+02
8.530000000000000000e+02 6.512118055555555785e+00 8.435264778009412794e+02 8.530000000000000000e+02
8.540000000000000000e+02 6.512650462962962905e+00 8.437699212820092498e+02 8.540000000000000000e+02
8.550000000000000000e+02 6.513460648148147847e+00 8.441343237555579435e+02 8.550000000000000000e+02
8.560000000000000000e+02 6.513587962962962941e+00 8.441913781048413057e+02 8.560000000000000000e+02
8.570000000000000000e+02 6.513807870370370345e+00 8.442901573410872516e+02 8.570000000000000000e+02
8.580000000000000000e+02 6.516527777777778141e+00 8.454282843923911059e+02 8.580000000000000000e+02
8.590000000000000000e+02 6.517453703703703027e+00 8.457920686153777297e+02 8.590000000000000000e+02
8.600000000000000000e+02 6.519178240740740371e+00 8.464408624446994054e+02 8.600000000000000000e+02
8.610000000000000000e+02 6.525277777777777288e+00 8.484885511574068460e+02 8.610000000000000000e+02
8.620000000000000000e+02 6.526435185185186505e+00 8.488441626094287358e+02 8.620000000000000000e+02
8.630000000000000000e+02 6.528981481481481275e+00 8.496037078901499626e+02 8.630000000000000000e+02
8.640000000000000000e+02 6.530925925925926023e+00 8.501774900589227855e+02 8.640000000000000000e+02
8.650000000000000000e+02 6.532349537037037912e+00 8.505868443757526620e+02 8.650000000000000000e+02
8.660000000000000000e+02 6.533599537037036775e+00 8.509467988567082557e+02 8.660000000000000000e+02
8.670000000000000000e+02 6.541747685185185013e+00 8.530356815150853436e+02 8.670000000000000000e+02
8.680000000000000000e+02 6.550925925925926485e+00 8.550722787839189323e+02 8.680000000000000000e+02
8.690000000000000000e+02 6.551377314814814667e+00 8.551773685959103659e+02 8.690000000000000000e+02
8.700000000000000000e+02 6.552303240740740442e+00 8.554061411887901158e+02 8.700000000000000000e+02
8.710000000000000000e+02 6.564398148148147705e+00 8.578854961482893486e+02 8.710000000000000000e+02
8.720000000000000000e+02 6.573761574074073799e+00 8.595686262779620392e+02 8.720000000000000000e+02
